,language,overview,release_date,runtime,title,vote_average,vote_count,company,country,director,genre,star,writer
2781,en,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",2001-12-14,91.0,Iris,6.2,47,British Broadcasting Corporation (BBC),UK,Richard Eyre,Biography,Judi Dench,John Bayley
2782,fr,"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration.",2004-03-17,96.0,The Chorus,7.5,526,Vega Film,France,Christophe Barratier,Drama,G轵ard Jugnot,Georges Chaperot
2783,en,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",2003-10-23,104.0,Wonderland,6.2,73,Lions Gate Films,Canada,James Cox,Crime,Val Kilmer,James Cox
2784,en,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",1989-06-30,120.0,Do the Right Thing,7.6,292,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,Danny Aiello,Spike Lee
2785,hi,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",2006-01-26,157.0,Rang De Basanti,7.2,97,ROMP,India,Rakeysh Omprakash Mehra,Comedy,Aamir Khan,Renzil D'Silva
2786,en,"Two twelve-year-old boys, Romeo and Gavin, undergo an extraordinary test of character and friendship when Morell, a naive but eccentric and dangerous stranger, comes between them. Morell befriends with the two boys and later asks them to help him pursue Romeo's beautiful elder sister. He gradually becomes more violent after she rejects him.",1999-08-23,90.0,A Room for Romeo Brass,7.3,18,Alliance Atlantis Communications,UK,Shane Meadows,Comedy,Martin Arrowsmith,Robyn Slovo
2787,en,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,2011-08-04,100.0,Headhunters,7.1,399,Yellow Bird,Norway,Morten Tyldum,Crime,Aksel Hennie,Ulf Ryberg
2788,en,"This Canadian made comedy/drama, set in Hamilton, Ontario in 1954, is a sweet and - at times - goofy story that becomes increasingly poignant as the minutes tick by. It's the fictional tale of a wayward 9th grader, Ralph (Adam Butcher), who is secretly living on his own while his widowed, hospitalized mother remains immersed in a coma. Frequently in trouble with Father Fitzpatrick (Gordon Pinsent), the principal of his all-boys, Catholic school, Ralph is considered something of a joke among peers until he decides to pull off a miracle that could save his mother, i.e., winning the Boston Marathon.  Coached by a younger priest and former runner, Father Hibbert (Campbell Scott), whose cynicism has been lifted by the boy's pure hope, Ralph applies himself to his unlikely mission, fending off naysayers and getting help along a very challenging path from sundry allies and friends.",2004-09-11,95.0,Saint Ralph,7.3,24,Alliance Atlantis Communications,Canada,Michael McGowan,Comedy,Adam Butcher,Michael McGowan
2789,en,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,2013-09-12,106.0,Insidious: Chapter 2,6.5,1211,FilmDistrict,USA,James Wan,Horror,Patrick Wilson,Leigh Whannell
2790,en,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",2005-10-28,92.0,Saw II,6.3,1251,Twisted Pictures,USA,Darren Lynn Bousman,Horror,Donnie Wahlberg,Leigh Whannell
2791,en,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",2016-03-10,103.0,10 Cloverfield Lane,6.8,2468,Paramount Pictures,USA,Dan Trachtenberg,Drama,John Goodman,Josh Campbell
2792,en,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",2016-07-21,81.0,Lights Out,6.3,1129,New Line Cinema,USA,David F. Sandberg,Horror,Teresa Palmer,Eric Heisserer
2793,en,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",2011-10-19,83.0,Paranormal Activity 3,5.9,669,Paramount Pictures,USA,Henry Joost,Horror,Chloe Csengery,Christopher Landon
2794,en,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,2014-10-24,89.0,Ouija,4.9,983,Universal Pictures,Japan,Stiles White,Horror,Olivia Cooke,Juliet Snowden
2795,en,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.",1987-02-27,96.0,A Nightmare on Elm Street 3: Dream Warriors,6.5,354,New Line Cinema,USA,Chuck Russell,Action,Heather Langenkamp,Wes Craven
2796,es,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",2013-07-20,115.0,Instructions Not Included,7.5,205,Alebrije Cine y Video,Mexico,Eugenio Derbez,Comedy,Eugenio Derbez,Guillermo R盹s
2797,en,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",2012-10-17,95.0,Paranormal Activity 4,5.2,563,Paramount Pictures,USA,Henry Joost,Horror,Stephen Dunham,Christopher Landon
2798,en,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",1991-09-05,89.0,Freddy's Dead: The Final Nightmare,5.1,272,New Line Cinema,USA,Rachel Talalay,Comedy,Robert Englund,Wes Craven
2799,en,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",2013-09-07,117.0,Dallas Buyers Club,7.9,2886,Truth Entertainment (II),USA,Jean-Marc Vall殄,Biography,Matthew McConaughey,Craig Borten
2800,en,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",2015-01-29,83.0,The Lazarus Effect,5.1,505,Blumhouse Productions,USA,David Gelb,Horror,Olivia Wilde,Luke Dawson
2801,en,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",2000-10-11,113.0,Memento,8.1,4028,Newmarket Capital Group,USA,Christopher Nolan,Mystery,Guy Pearce,Christopher Nolan
2802,en,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,2013-09-08,104.0,Oculus,6.3,1050,Relativity Media,USA,Mike Flanagan,Horror,Karen Gillan,Mike Flanagan
2803,en,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",2006-05-25,97.0,Clerks II,6.9,398,The Weinstein Company,USA,Kevin Smith,Comedy,Brian O'Halloran,Kevin Smith
2804,en,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",2000-05-18,110.0,Billy Elliot,7.4,750,StudioCanal,UK,Stephen Daldry,Drama,Jamie Bell,Lee Hall
2805,en,"Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers.",2013-06-06,103.0,The Way Way Back,7.1,688,Sycamore Pictures,USA,Nat Faxon,Comedy,Steve Carell,Nat Faxon
2806,en,Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college.,1991-10-23,94.0,House Party 2,4.7,21,"Hudlin Brothers, The",USA,George Jackson,Comedy,Christopher Reid,Reginald Hudlin
2807,en,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",1997-10-09,134.0,The Apostle,6.1,38,Butcher's Run Films,USA,Robert Duvall,Drama,Robert Duvall,Robert Duvall
2808,en,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",2011-08-26,90.0,Our Idiot Brother,5.9,365,Big Beach Films,USA,Jesse Peretz,Comedy,Paul Rudd,Jesse Peretz
2809,en,"Young single mother Diana struggles to provide for her child and pay for her college education. She ends up working at a shoe store, but meets two strippers from at a nearby gentlemen's club who convince her there's fast money to be made stripping. At the Players Club, however, Diana faces danger and heartbreak.",1998-04-08,104.0,The Players Club,6.4,14,New Line Cinema,USA,Ice Cube,Comedy,LisaRaye McCoy,Ice Cube
2810,en,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",2014-08-14,93.0,"As Above, So Below",6.1,766,Legendary Entertainment,USA,John Erick Dowdle,Horror,Perdita Weeks,John Erick Dowdle
2811,en,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,2014-10-10,105.0,Addicted,5.4,63,Codeblack Entertainment,USA,Bille Woodruff,Drama,Sharon Leal,Christina Welsh
2812,en,"The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll...",1997-09-07,109.0,Eve's Bayou,6.1,27,Trimark Pictures,USA,Kasi Lemmons,Drama,Samuel L. Jackson,Kasi Lemmons
2813,en,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",2014-12-05,99.0,Still Alice,7.5,1104,Lutzus-Brown,USA,Richard Glatzer,Drama,Julianne Moore,Richard Glatzer
2814,en,"The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time.",1989-07-28,100.0,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191,Paramount Pictures,USA,Rob Hedden,Adventure,Jensen Daggett,Rob Hedden
2815,en,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",2013-01-24,94.0,Spring Breakers,5.0,1551,Muse Productions,USA,Harmony Korine,Crime,Vanessa Hudgens,Harmony Korine
2816,en,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",1995-09-29,88.0,Halloween: The Curse of Michael Myers,5.0,170,Halloween VI Productions,USA,Joe Chappelle,Horror,Donald Pleasence,Debra Hill
2817,en,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",2004-04-09,99.0,Shaun of the Dead,7.5,2420,Universal Pictures,UK,Edgar Wright,Comedy,Simon Pegg,Simon Pegg
2818,en,"When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become.",2008-10-31,82.0,The Haunting of Molly Hartley,4.3,48,Huntington Prep,USA,Mickey Liddell,Drama,Haley Bennett,John Travis
2819,en,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",1996-06-21,135.0,Lone Star,6.9,77,Columbia Pictures Corporation,USA,John Sayles,Drama,Chris Cooper,John Sayles
2820,en,"The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness.",1988-10-21,88.0,Halloween 4: The Return of Michael Myers,5.9,209,Trancas International Films,USA,Dwight H. Little,Horror,Donald Pleasence,Dhani Lipsius
2821,en,"A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead.",1986-03-27,89.0,April Fool's Day,5.8,73,Paramount Pictures,USA,Fred Walton,Horror,Deborah Foreman,Danilo Bach
2822,en,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",2011-07-20,86.0,Apollo 18,5.0,356,Dimension Films,USA,Gonzalo L箴ez-Gallego,Horror,Warren Christie,Brian Miller
2823,en,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,2008-01-18,102.0,Sunshine Cleaning,6.5,255,Overture Films,USA,Christine Jeffs,Comedy,Amy Adams,Megan Holley
2824,en,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",2015-08-26,103.0,No Escape,6.7,777,Columbia Pictures Corporation,USA,Martin Campbell,Action,Ray Liotta,Richard Herley
2825,en,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",2015-08-26,103.0,No Escape,6.7,777,Bold Films,USA,John Erick Dowdle,Action,Lake Bell,John Erick Dowdle
2826,en,"The first story focused on Tai and Kari Kamiya four years before their adventure in the Digital World. It shows their first encounter with Digimon and what happened to them (as well as the other children). Tai and Kari wake one morning to find a Digi-Egg that came out of their computer the night before and the egg soon hatches, revealing a Botamon. The Digimon then evolves into Koromon and then Agumon (not the same one that became friends with Tai in the series, and yet, somehow, both Koromon and Kari remember each other), who then goes out and unintentionally destroys a good part of the neighborhood with Kari riding on his back. A second Digi-Egg appears in the sky to reveal an evil digimon, Parrotmon. Agumon then Digivolves to Greymon but isn't strong enough to beat Parrotmon and is knocked out. Tai grabs Kari's whistle and wakes up Greymon, who defeats Parrotmon and disappears with him.",2000-03-17,82.0,Digimon: The Movie,6.2,72,Saban Entertainment,USA,Mamoru Hosoda,Animation,Lara Jill Miller,Akiyoshi Hongo
2827,en,"Teenage Mary Cummings, who has ""been Born Again her whole life,"" is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica, the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s ""perfect Christian boyfriend"" Dean tells her, as they’re swimming underwater, that he thinks he's gay.",2004-01-21,92.0,Saved!,6.3,147,United Artists,USA,Brian Dannelly,Comedy,Jena Malone,Brian Dannelly
2828,fr,"In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on.",2003-05-21,99.0,The Barbarian Invasions,6.7,77,Pyramide Productions,Canada,Denys Arcand,Comedy,R轫y Girard,Denys Arcand
2829,en,A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.,2001-04-27,90.0,The Forsaken,4.9,47,Screen Gems,USA,J.S. Cardone,Horror,Kerr Smith,J.S. Cardone
2830,en,The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.,1989-07-21,97.0,UHF,6.7,89,Cinecorp SAC,USA,Jay Levey,Comedy,'Weird Al' Yankovic,'Weird Al' Yankovic
2831,en,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But he gets kicked out of his apartment and is forced to move in with his grandmother.",2006-01-06,94.0,Grandma's Boy,6.6,220,Twentieth Century Fox Film Corporation,USA,Nicholaus Goossen,Comedy,Allen Covert,Barry Wernick
2832,en,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",1998-08-14,91.0,Slums of Beverly Hills,6.5,44,Fox Searchlight Pictures,USA,Tamara Jenkins,Comedy,Natasha Lyonne,Tamara Jenkins
2833,en,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,2001-07-13,94.0,Made,6.3,55,Artisan Entertainment,USA,Jon Favreau,Comedy,Vince Vaughn,Jon Favreau
2834,en,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",2009-06-12,97.0,Moon,7.6,1794,Liberty Films UK,UK,Duncan Jones,Drama,Sam Rockwell,Duncan Jones
2835,en,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",2008-08-06,110.0,Bottle Shock,6.6,60,Shocking Bottle,USA,Randall Miller,Comedy,Chris Pine,Jody Savin
2836,en,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",2015-09-11,121.0,90 Minutes in Heaven,5.4,40,Astute Films,USA,Michael Polish,Drama,Kate Bosworth,Michael Polish
2837,en,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2010-10-15,97.0,Everything Must Go,6.0,208,Temple Hill Entertainment,USA,Dan Rush,Comedy,Will Ferrell,Dan Rush
2838,en,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.",1998-01-30,116.0,Zero Effect,6.0,55,Castle Rock Entertainment,USA,Jake Kasdan,Comedy,Bill Pullman,Jake Kasdan
2839,en,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",2004-02-09,101.0,The Machinist,7.3,1247,Filmax Group,Spain,Brad Anderson,Drama,Christian Bale,Scott Kosar
2840,en,"A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents.",1992-08-21,103.0,Light Sleeper,5.7,15,Carolco Pictures,USA,Paul Schrader,Crime,Willem Dafoe,Paul Schrader
2841,en,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,2014-10-09,112.0,Kill the Messenger,6.6,355,Sierra / Affinity,USA,Michael Cuesta,Biography,Jeremy Renner,Peter Landesman
2842,en,Life for a happy couple is turned upside down after their young son dies in an accident.,2010-12-16,91.0,Rabbit Hole,6.9,165,Olympus Pictures,USA,John Cameron Mitchell,Drama,Nicole Kidman,David Lindsay-Abaire
2843,en,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",2003-09-05,98.0,Party Monster,5.9,58,World of Wonder,USA,Fenton Bailey,Biography,Macaulay Culkin,Fenton Bailey
2844,en,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,2016-04-15,95.0,Green Room,6.7,683,Broad Green Pictures,USA,Jeremy Saulnier,Crime,Anton Yelchin,Jeremy Saulnier
2845,en,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",1996-02-21,91.0,Bottle Rocket,6.8,281,Columbia Pictures Corporation,USA,Wes Anderson,Comedy,Luke Wilson,Owen Wilson
2846,en,Three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees. The rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside.,1996-09-09,97.0,Albino Alligator,5.6,45,Albino Alligator Productions,USA,Kevin Spacey,Crime,Matt Dillon,Christian Forte
2847,en,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",2010-01-22,89.0,Tucker and Dale vs Evil,7.3,847,Reliance Big Pictures,Canada,Eli Craig,Comedy,Tyler Labine,Eli Craig
2848,en,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",2015-09-10,94.0,The Visit,6.0,1360,Blinding Edge Pictures,USA,M. Night Shyamalan,Horror,Olivia DeJonge,M. Night Shyamalan
2849,en,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",2014-10-17,105.0,Rudderless,7.4,105,Unified Pictures,USA,William H. Macy,Comedy,Billy Crudup,Casey Twenter
2850,en,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",1996-08-30,135.0,Sling Blade,7.4,231,Miramax,USA,Billy Bob Thornton,Drama,Billy Bob Thornton,Billy Bob Thornton
2851,en,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",2005-01-06,94.0,Hostel,5.7,887,Hostel LLC,USA,Eli Roth,Horror,Jay Hernandez,Eli Roth
2852,en,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",2011-11-25,120.0,Take Shelter,7.1,471,Hydraulx,USA,Jeff Nichols,Drama,Michael Shannon,Jeff Nichols
2853,en,"Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him.",1988-04-22,112.0,Lady in White,6.3,25,New Sky Communications Inc.,USA,Frank LaLoggia,Fantasy,Lukas Haas,Frank LaLoggia
2854,en,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,1986-08-22,101.0,The Texas Chainsaw Massacre 2,5.9,139,Cannon Films,USA,Tobe Hooper,Comedy,Dennis Hopper,L.M. Kit Carson
2855,en,"Nine-year-old Frankie and his single mum Lizzie have been on the move ever since Frankie can remember, most recently arriving in a seaside Scottish town. Wanting to protect her deaf son from the truth that they've run away from his father, Lizzie has invented a story that he is away at sea on the HMS Accra. Every few weeks, Lizzie writes Frankie a make-believe letter from his father, telling of his adventures in exotic lands. As Frankie tracks the ship's progress around the globe, he discovers that it is due to dock in his hometown. With the real HMS Accra arriving in only a fortnight, Lizzie must choose between telling Frankie the truth or finding the perfect stranger to play Frankie's father for just one day...",2004-05-18,105.0,Dear Frankie,7.0,46,Path Pictures International,UK,Shona Auerbach,Drama,Emily Mortimer,Andrea Gibb
2856,en,"This examination of a famous scandal from the 1970s explores the relationship between Barbara Baekeland and her only son, Antony. Barbara, a lonely social climber unhappily married to the wealthy but remote plastics heir Brooks Baekeland, dotes on Antony, who is homosexual. As Barbara tries to ""cure"" Antony of his sexuality -- sometimes by seducing him herself -- the groundwork is laid for a murderous tragedy.",2007-05-18,97.0,Savage Grace,5.7,60,Celluloid Dreams,France,Tom Kalin,Drama,Julianne Moore,Howard A. Rodman
2857,en,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,1994-03-09,117.0,Four Weddings and a Funeral,6.6,632,PolyGram Filmed Entertainment,UK,Mike Newell,Comedy,Hugh Grant,Richard Curtis
2858,en,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",2002-12-16,135.0,25th Hour,7.2,629,25th Hour Productions,USA,Spike Lee,Drama,Edward Norton,David Benioff
2859,en,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",1996-09-13,108.0,Bound,6.9,198,Dino De Laurentiis Company,USA,Lana Wachowski,Crime,Jennifer Tilly,Lilly Wachowski
2860,en,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,2000-10-27,102.0,Requiem for a Dream,7.9,2443,Artisan Entertainment,USA,Darren Aronofsky,Drama,Ellen Burstyn,Hubert Selby Jr.
2861,en,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",2014-03-25,98.0,Moms' Night Out,5.5,121,Affirm Films,USA,Andrew Erwin,Comedy,Sarah Drew,Jon Erwin
